
TABLESPACE           DATA_FILE                                          FILESYSTEM                  SIZE_MB                                                                                                                                                                                                 
-------------------- -------------------------------------------------- ------------------------- ---------                                                                                                                                                                                                 
** Script Output **  /swp/c1/prod/files/areafcp                         /dev/vg07/lvol5            61440000                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_41.dbf                /dev/vg02/lvol4             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_42.dbf                /dev/vg02/lvol4             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_43.dbf                /dev/vg02/lvol4             2147.48                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_44.dbf                /dev/vg02/lvol4             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_45.dbf                /dev/vg02/lvol4             2147.48                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_46.dbf                /dev/vg02/lvol4             2147.48                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_47.dbf                /dev/vg02/lvol4             2147.48                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_48.dbf                /dev/vg02/lvol4             2147.48                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_50.dbf                /dev/vg02/lvol4             2147.48                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_51.dbf                /dev/vg02/lvol4             2147.48                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_52.dbf                /dev/vg02/lvol4             2147.48                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_55.dbf                /dev/vg02/lvol4             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_56.dbf                /dev/vg02/lvol4             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_57.dbf                /dev/vg02/lvol4             2097.15                                                                                                                                                                                                 
EDID_DATA            /ed03/oradata/EDOP/edid_data_68.dbf                /dev/vg02/lvol4             1048.58                                                                                                                                                                                                 
EDID_DATA            /ed04/oradata/EDOP/edid_data03.dbf                 /dev/vg02/lvol5             2411.72                                                                                                                                                                                                 
